,ID,ID,ID,,,,Line,,Notes by AR,Notes by DK
Integrated,ZagreusHome_,1804,ZagreusHome_1804,,,,The Head Chef is going to want this fish.,,,
Integrated,ZagreusHome_,1805,ZagreusHome_1805,,,,Here's what I caught lately.,,,
Integrated,ZagreusHome_,1806,ZagreusHome_1806,,,,Here's what I caught.,,,
Integrated,ZagreusHome_,1807,ZagreusHome_1807,,,,Here's all I caught.,,,
Integrated,ZagreusHome_,1808,ZagreusHome_1808,,,,"Freshly caught just for you, Chef.",,,
Integrated,ZagreusHome_,1809,ZagreusHome_1809,,,,"Here's the latest catch, Chef.",,,
Integrated,ZagreusHome_,1810,ZagreusHome_1810,,,,Here's the catch of the day.,,,
Integrated,ZagreusHome_,1811,ZagreusHome_1811,,,,Here's the catch of the day... or night?,,,
Integrated,ZagreusHome_,1812,ZagreusHome_1812,,,,Trade you these nasty lil' buggers.,,,
Integrated,ZagreusHome_,1813,ZagreusHome_1813,,,,"Ew, slimy.",,,
Integrated,ZagreusHome_,1814,ZagreusHome_1814,,,,I come to you bearing river monsters.,,,
Integrated,ZagreusHome_,1815,ZagreusHome_1815,,,,"Here, you can have these, Chef.",,,
Integrated,ZagreusHome_,1816,ZagreusHome_1816,,,,"Do what ya will with these, Chef bro.",,,
Integrated,ZagreusHome_,1817,ZagreusHome_1817,,,,"Some more creepy-crawlies for ya, Chef.",,,
Integrated,ZagreusHome_,1818,ZagreusHome_1818,,,,This is my latest haul.,,,
Integrated,ZagreusHome_,1819,ZagreusHome_1819,,,,"Look at what I caught, Chef!",,,
Integrated,ZagreusHome_,1820,ZagreusHome_1820,,,,Why thank you!,,,
Integrated,ZagreusHome_,1821,ZagreusHome_1821,,,,Pleasure doin' business.,,,
Integrated,ZagreusHome_,1822,ZagreusHome_1822,,,,Nice.,,,
Integrated,ZagreusHome_,1823,ZagreusHome_1823,,,,Seems fair enough.,,,
Integrated,ZagreusHome_,1824,ZagreusHome_1824,,,,Fair market value.,,,
Integrated,ZagreusHome_,1825,ZagreusHome_1825,,,,Totally worth it.,,,
Integrated,ZagreusHome_,1826,ZagreusHome_1826,,,,"Alright, then!",,,
Integrated,ZagreusHome_,1827,ZagreusHome_1827,,,,We're settled up.,,,
Integrated,ZagreusHome_,1828,ZagreusHome_1828,,,,Always a pleasure.,,,
Integrated,ZagreusHome_,1829,ZagreusHome_1829,,,,Till next time!,,,
Integrated,ZagreusHome_,1830,ZagreusHome_1830,,,,"Use 'em wisely, bro.",,,
Integrated,ZagreusHome_,1831,ZagreusHome_1831,,,,Done deal!,,,
Integrated,ZagreusHome_,1832,ZagreusHome_1832,,,,Well...?,,,
Integrated,ZagreusHome_,1833,ZagreusHome_1833,,,,Eh...,,,
Integrated,ZagreusHome_,1834,ZagreusHome_1834,,,,Hrm...,,,
Integrated,ZagreusHome_,1835,ZagreusHome_1835,,,,Mm...,,,
Integrated,ZagreusHome_,1836,ZagreusHome_1836,,,,<Scoff>,,,
Integrated,ZagreusHome_,1837,ZagreusHome_1837,,,,This is hard.,,,
Integrated,ZagreusHome_,1838,ZagreusHome_1838,,,,Need practice.,,,
Integrated,ZagreusHome_,1839,ZagreusHome_1839,,,,"Practice, practice.",,,
Integrated,ZagreusHome_,1840,ZagreusHome_1840,,,,I hate this thing.,,,
Integrated,ZagreusHome_,1841,ZagreusHome_1841,,,,That is a sound!,,,
Integrated,ZagreusHome_,1842,ZagreusHome_1842,,,,OK...,,,
Integrated,ZagreusHome_,1843,ZagreusHome_1843,,,,It's something...,,,
Integrated,ZagreusHome_,1844,ZagreusHome_1844,,,,Any better?,,,
Integrated,ZagreusHome_,1845,ZagreusHome_1845,,,,Close enough.,,,
Integrated,ZagreusHome_,1846,ZagreusHome_1846,,,,Not quite there.,,,
Integrated,ZagreusHome_,1847,ZagreusHome_1847,,,,Decent.,,,
Integrated,ZagreusHome_,1848,ZagreusHome_1848,,,,Gettin' there.,,,
Integrated,ZagreusHome_,1849,ZagreusHome_1849,,,,"Musical, right?",,,
Integrated,ZagreusHome_,1850,ZagreusHome_1850,,,,Hmm.,,,
Integrated,ZagreusHome_,1851,ZagreusHome_1851,,,,There.,,,
Integrated,ZagreusHome_,1852,ZagreusHome_1852,,,,Mm-hmm.,,,
Integrated,ZagreusHome_,1853,ZagreusHome_1853,,,,I can play...,,,
Integrated,ZagreusHome_,1854,ZagreusHome_1854,,,,That's music...,,,
Integrated,ZagreusHome_,1855,ZagreusHome_1855,,,,Like that...,,,
Integrated,ZagreusHome_,1856,ZagreusHome_1856,,,,Alright.,,,
Integrated,ZagreusHome_,1857,ZagreusHome_1857,,,,Whew.,,,
Integrated,ZagreusHome_,1858,ZagreusHome_1858,,,,He's really not that great.,,,
Integrated,ZagreusHome_,1860,ZagreusHome_1860,,,,Won't budge at all.,,,
Integrated,ZagreusHome_,1861,ZagreusHome_1861,,,,They are completely stuck.,,,
Integrated,ZagreusHome_,1862,ZagreusHome_1862,,,,Utterly immovable.,,,
Integrated,ZagreusHome_,1863,ZagreusHome_1863,,,,Hrkk... Hnnggg!!,,,
Integrated,ZagreusHome_,1864,ZagreusHome_1864,,,,These are unliftable...? For real?,,,
Integrated,ZagreusHome_,1865,ZagreusHome_1865,,,,I gotta get this Braum guy to tell me his workout tips!,,,
Integrated,ZagreusHome_,1866,ZagreusHome_1866,,,,Won't budge.,,,
Integrated,ZagreusHome_,1867,ZagreusHome_1867,,,,Will I ever lift these...?,,,
Integrated,ZagreusHome_,1868,ZagreusHome_1868,,,,"I think it says... 48 minutes, past hour seven...?",,,
Integrated,ZagreusHome_,1869,ZagreusHome_1869,,,,It's 7:48 right now I guess.,,,
Integrated,ZagreusHome_,1870,ZagreusHome_1870,,,,Looks like it's about 7:50.,,,
Integrated,ZagreusHome_,1871,ZagreusHome_1871,,,,It's almost 8 o'clock?,,,
Integrated,ZagreusHome_,1872,ZagreusHome_1872,,,,It's 7:48.,,,
Integrated,ZagreusHome_,1873,ZagreusHome_1873,,,,"7:48, that's a coincidence.",,,
Integrated,ZagreusHome_,1874,ZagreusHome_1874,,,,Still 7:48.,,,
Integrated,ZagreusHome_,1875,ZagreusHome_1875,,,,Let me guess... 7:48? It was.,,,
Integrated,ZagreusHome_,1876,ZagreusHome_1876,,,,It's still exactly 7:48.,,,
Integrated,ZagreusHome_,1877,ZagreusHome_1877,,,,It's 48 past seven.,,,
Integrated,ZagreusHome_,1878,ZagreusHome_1878,,,,"Wait this requires a second player, doesn't it.",,,
Integrated,ZagreusHome_,1879,ZagreusHome_1879,,,,Don't have a player two.,,,
Integrated,ZagreusHome_,1880,ZagreusHome_1880,,,,Wonder if I can force Phel to play with me...,,,
Integrated,ZagreusHome_,1881,ZagreusHome_1881,,,,Gotta wait till Phel is free.,,,
Integrated,ZagreusHome_,1882,ZagreusHome_1882,,,,Too bad Phel doesn't have time for leisure like this.,,,
Integrated,ZagreusHome_,1883,ZagreusHome_1883,,,,It's probably not even that fun anyway...,,,
Integrated,ZagreusHome_,1884,ZagreusHome_1884,,,,Not in the mood right now.,,,
Integrated,ZagreusHome_,1885,ZagreusHome_1885,,,,Will I ever get the high score...,,,
Integrated,ZagreusHome_,1886,ZagreusHome_1886,,,,"Ungh, so much for the swiftness of Lillia...",,,
Integrated,ZagreusHome_,1887,ZagreusHome_1887,,,,"Rngh, I miss being ridiculously fast....",,,
Integrated,ZagreusHome_,1888,ZagreusHome_1888,,,,"Ugh, Lernie, why...?",,,
Integrated,ZagreusHome_,1889,ZagreusHome_1889,,,,"Urgh, that Lernie, augh.",,,
Integrated,ZagreusHome_,1890,ZagreusHome_1890,,,,"Ngh, how could Lernie do this?",,,
Integrated,ZagreusHome_,1892,ZagreusHome_1892,,,,"Get outta Tartarus with each of my infernal arms to get more Old God Blood, then? Got it, thanks, bro.",,,
Integrated,ZagreusHome_,1893,ZagreusHome_1893,,,,Well there it is in case ya change your mind!,,,
Integrated,ZagreusHome_,1894,ZagreusHome_1894,,,,Hahahaha.,,,
Integrated,ZagreusHome_,1895,ZagreusHome_1895,,,,Duly noted.,,,
Integrated,ZagreusHome_,1896,ZagreusHome_1896,,,,He really ain't that great.,,,
Integrated,ZagreusHome_,1897,ZagreusHome_1897,,,,"I just prefer to stand, alright?",,,
Integrated,ZagreusHome_,1898,ZagreusHome_1898,,,,"I get lotsa exercise, OK?",,,
Integrated,ZagreusHome_,1899,ZagreusHome_1899,,,,"Face me yourself, old man.",,,
Integrated,ZagreusHome_,1900,ZagreusHome_1900,,,,Never heard of him.,,,
Integrated,ZagreusHome_,1901,ZagreusHome_1901,,,,Can't be that hard to play can it?,,,
Integrated,ZagreusHome_,1902,ZagreusHome_1902,,,,I guess it's soft?,,,
Integrated,ZagreusHome_,1903,ZagreusHome_1903,,,,I could take him.,,,
Unused,ZagreusHome_,1904,ZagreusHome_1904,,,,Seems rather unwieldy.,,,
Unused,ZagreusHome_,1905,ZagreusHome_1905,,,,Is it a sword?,,,
Integrated,ZagreusHome_,1906,ZagreusHome_1906,,,,He sure looks tall...,,,
Unused,ZagreusHome_,1907,ZagreusHome_1907,,,,Heard it was interestin'.,,,
Integrated,ZagreusHome_,1908,ZagreusHome_1908,,,,"You there, old man?",,,
Integrated,ZagreusHome_,1909,ZagreusHome_1909,,,,Come outta there.,,,
Integrated,ZagreusHome_,1910,ZagreusHome_1910,,,,Show yourself.,,,
Integrated,ZagreusHome_,1911,ZagreusHome_1911,,,,I know you're in there.,,,
Integrated,ZagreusHome_,1912,ZagreusHome_1912,,,,Say somethin'.,,,
Integrated,ZagreusHome_,1913,ZagreusHome_1913,,,,Hello?,,,
Integrated,ZagreusHome_,1914,ZagreusHome_1914,,,,Who is this swarthy looking character?,,,
Integrated,ZagreusHome_,1915,ZagreusHome_1915,,,,I bet there were far greater poets.,,,
Integrated,ZagreusHome_,1916,ZagreusHome_1916,,,,Hello....?,,,
Integrated,ZagreusHome_,1917,ZagreusHome_1917,,,,Helloooo?,,,
Integrated,ZagreusHome_,1918,ZagreusHome_1918,,,,"I know you can hear me, old man.",,,
Integrated,ZagreusHome_,1919,ZagreusHome_1919,,,,Say something!,,,
Integrated,ZagreusHome_,1922,ZagreusHome_1922,,,,Pretty sure I'm the only prince she knows.,,,
Integrated,ZagreusHome_,1925,ZagreusHome_1925,,,,She's runnin' herself ragged.,,,
Integrated,ZagreusHome_,1927,ZagreusHome_1927,,,,Just trying to help...?,,,
Integrated,ZagreusHome_,1929,ZagreusHome_1929,,,,Can't wait!,,,
Integrated,ZagreusHome_,1932,ZagreusHome_1932,,,,I'll make sure I'm ready!,,,
Integrated,ZagreusHome_,1935,ZagreusHome_1935,,,,"OK, bye...!",,,
Integrated,ZagreusHome_,1938,ZagreusHome_1938,,,,You work way too hard.,,,
Integrated,ZagreusHome_,1940,ZagreusHome_1940,,,,Please just take care of yourself.,,,
Integrated,ZagreusHome_,1942,ZagreusHome_1942,,,,"A Primordial Companion!! Lulu, really? You're the best!",,,
Integrated,ZagreusHome_,1946,ZagreusHome_1946,,,,"You're the best little yordle there is, though.",,,
Integrated,ZagreusHome_,1950,ZagreusHome_1950,,,,I guess I'd be unemployed too! Or vaporized...?,,,
Integrated,ZagreusHome_,1952,ZagreusHome_1952,,,,"I won't lie, you used to make no sense to me, but you 'n your weird little ways 'n your bug friend there have really grown on me. I just wanted to let you know Lulu, I love havin' you in this house, 'n I hope you never leave. Well, unless you were unhappy, or somethin'.",,,
Integrated,ZagreusHome_,1955,ZagreusHome_1955,,,,Still not a straight answer!,,,
Integrated,ZagreusHome_,1961,ZagreusHome_1961,,,,"See ya soon, Lulu!",,,
Integrated,ZagreusHome_,1965,ZagreusHome_1965,,,,"Um, I... thanks...",,,
Integrated,ZagreusHome_,1966,ZagreusHome_1966,,,,"Haha, OK.",,,
Integrated,ZagreusHome_,1969,ZagreusHome_1969,,,,"Wait, so what's the truth?",,,
Integrated,ZagreusHome_,1970,ZagreusHome_1970,,,,I thought we were bein' pretty sneaky...,,,
Integrated,ZagreusHome_,1976,ZagreusHome_1976,,,,<Scoff> Well that was inconsiderate of me.,,,
Integrated,ZagreusHome_,1978,ZagreusHome_1978,,,,"Alright then, I'll keep earnin' the nickname.",,,
Integrated,ZagreusHome_,1980,ZagreusHome_1980,,,,I see!,,,
Integrated,ZagreusHome_,1982,ZagreusHome_1982,,,,How many royals you know with tails?,,,
Integrated,ZagreusHome_,1985,ZagreusHome_1985,,,,"And, she's off.",,,
Integrated,ZagreusHome_,1988,ZagreusHome_1988,,,,"Alright then, fair 'n square.",,,
Integrated,ZagreusHome_,1990,ZagreusHome_1990,,,,I think so. I hope so?,,,
Integrated,ZagreusHome_,1991,ZagreusHome_1991,,,,Looks like even the crusty Old Timer's got a soft spot for Lulu.,,,
Integrated,ZagreusHome_,1993,ZagreusHome_1993,,,,Indeed we are!,,,
Integrated,ZagreusHome_,1995,ZagreusHome_1995,,,,"Hah. I hope so, too.",,,
Integrated,ZagreusHome_,1997,ZagreusHome_1997,,,,"Uh, actually I don't know?",,,
Integrated,ZagreusHome_,2000,ZagreusHome_2000,,,,...I don't think I wanna find out what incinerated badger poop smells like.,,,
Integrated,ZagreusHome_,2003,ZagreusHome_2003,,,,"I'm sure that's not the case, not exactly...",,,
Integrated,ZagreusHome_,2004,ZagreusHome_2004,,,,"Um, sure!",,,
Integrated,ZagreusHome_,2006,ZagreusHome_2006,,,,Your whatnow--,,,
Integrated,ZagreusHome_,2007,ZagreusHome_2007,,,,"Enjoying that new rug, there, Broker?",,,
Integrated,ZagreusHome_,2008,ZagreusHome_2008,,,,My aspect of the Infinity Edge got stronger.,,,
Integrated,ZagreusHome_,2009,ZagreusHome_2009,,,,My aspect of the Sundered Sky got more powerful.,,,
Integrated,ZagreusHome_,2010,ZagreusHome_2010,,,,My aspect of the Last Whisper is stronger now.,,,
Integrated,ZagreusHome_,2011,ZagreusHome_2011,,,,My aspect of Randuin's Omen got stronger.,,,
Integrated,ZagreusHome_,2012,ZagreusHome_2012,,,,My aspect of the Rapidfire Cannon feels even stronger.,,,
Integrated,ZagreusHome_,2013,ZagreusHome_2013,,,,More decor!,,,
Integrated,ZagreusHome_,2014,ZagreusHome_2014,,,,Should look good right there.,,,
Integrated,ZagreusHome_,2015,ZagreusHome_2015,,,,Nice addition to the bedchambers.,,,
Integrated,ZagreusHome_,2016,ZagreusHome_2016,,,,Just what I always wanted!,,,
Integrated,ZagreusHome_,2017,ZagreusHome_2017,,,,How about we put this... there.,,,
Integrated,ZagreusHome_,2018,ZagreusHome_2018,,,,Hi Lulu.,,,
Integrated,ZagreusHome_,2019,ZagreusHome_2019,,,,Hey Lulu.,,,
Integrated,ZagreusHome_,2020,ZagreusHome_2020,,,,Hey Lulu!,,,
Integrated,ZagreusHome_,2021,ZagreusHome_2021,,,,Lulu!,,,
Integrated,ZagreusHome_,2024,ZagreusHome_2024,,,,I see you face the shackles of your past and tide the winds of war...,,,
Integrated,ZagreusHome_,2026,ZagreusHome_2026,,,,Fear is for the weak.,,,
Integrated,ZagreusHome_,2027,ZagreusHome_2027,,,,Sundered Sky: I see you face the shackles of your past and tide the winds of war!,,,
Integrated,ZagreusHome_,2028,ZagreusHome_2028,,,,"A new aspect, the Reckoner? Xin Zhao?",,,
Integrated,ZagreusHome_,2031,ZagreusHome_2031,,,,I miss my fancy sorcery already!,,,
Integrated,ZagreusHome_,2032,ZagreusHome_2032,,,,It's the Twin Fists...,,,
Integrated,ZagreusHome_,2033,ZagreusHome_2033,,,,Another weapon...,,,
Integrated,ZagreusHome_,2034,ZagreusHome_2034,,,,The Pact can tell I have the Iceborn Gauntlets this time.,,,
Integrated,ZagreusHome_,2035,ZagreusHome_2035,,,,Iceborn Gauntlets... I see everything you are.,,,
Integrated,ZagreusHome_,2036,ZagreusHome_2036,,,,Iceborn Gauntlets: Awaken!,,,
Integrated,ZagreusHome_,2037,ZagreusHome_2037,,,,"Iceborn Gauntlets, reveal your secrets!",,,
Integrated,ZagreusHome_,2038,ZagreusHome_2038,,,,Give me the aspect of Violet!,,,
Integrated,ZagreusHome_,2039,ZagreusHome_2039,,,,Grant me the aspect of the Pitfighter!,,,
Integrated,ZagreusHome_,2040,ZagreusHome_2040,,,,Violet.,,,
Integrated,ZagreusHome_,2041,ZagreusHome_2041,,,,Violet...!,,,
Integrated,ZagreusHome_,2042,ZagreusHome_2042,,,,Pitfighter.,,,
Integrated,ZagreusHome_,2043,ZagreusHome_2043,,,,Pitfighter...!,,,
Integrated,ZagreusHome_,2044,ZagreusHome_2044,,,,Iceborn Gauntlets.,,,
Integrated,ZagreusHome_,2045,ZagreusHome_2045,,,,Iceborn Gauntlets!,,,
Integrated,ZagreusHome_,2046,ZagreusHome_2046,,,,My aspect of the Iceborn Gauntlets grows stronger still.,,,
Integrated,ZagreusHome_,2047,ZagreusHome_2047,,,,Infinity Edge: I see your spirit tremble in the name of honor and duty!,,,
Integrated,ZagreusHome_,2048,ZagreusHome_2048,,,,A future aspect... what sorta name is Garen?,,,
Integrated,ZagreusHome_,2049,ZagreusHome_2049,,,,Grant me the aspect of this Garen dude!,,,
Integrated,ZagreusHome_,2050,ZagreusHome_2050,,,,Garen.,,,
Integrated,ZagreusHome_,2051,ZagreusHome_2051,,,,Garen...!,,,
Integrated,ZagreusHome_,2052,ZagreusHome_2052,,,,Last Whisper: I see you drawn by the queen of Avarosa!,,,
Integrated,ZagreusHome_,2053,ZagreusHome_2053,,,,"A hidden aspect... Ashe, who are you...?",,,
Integrated,ZagreusHome_,2054,ZagreusHome_2054,,,,Grant me the aspect of Ashe!,,,
Integrated,ZagreusHome_,2055,ZagreusHome_2055,,,,Ashe.,,,
Integrated,ZagreusHome_,2056,ZagreusHome_2056,,,,Ashe...!,,,
Integrated,ZagreusHome_,2057,ZagreusHome_2057,,,,"There you go, Fidi!",,,
Integrated,ZagreusHome_,2058,ZagreusHome_2058,,,,"Fidi, you're all set!",,,
Integrated,ZagreusHome_,2059,ZagreusHome_2059,,,,"Access to the administrative chamber, huh...",,,
Integrated,ZagreusHome_,2060,ZagreusHome_2060,,,,"Pa always said if I wanted privileged access again, I'd have to earn it.",,,
Integrated,ZagreusHome_,2062,ZagreusHome_2062,,,,I'll be sure to say hello.,,,
Integrated,ZagreusHome_,2064,ZagreusHome_2064,,,,Thank you.,,,
Integrated,ZagreusHome_,2066,ZagreusHome_2066,,,,Does seem that way.,,,
Integrated,ZagreusHome_,2068,ZagreusHome_2068,,,,I have this feelin' that she will.,,,
Integrated,ZagreusHome_,2070,ZagreusHome_2070,,,,"Well, see you around.",,,
Integrated,ZagreusHome_,2072,ZagreusHome_2072,,,,Appreciate it!,,,
Integrated,ZagreusHome_,2073,ZagreusHome_2073,,,,Could never get the damn thing to work for me...,,,
Integrated,ZagreusHome_,2074,ZagreusHome_2074,,,,"I'll just patch this through to the House Contractor, then.",,,
Integrated,ZagreusHome_,2075,ZagreusHome_2075,,,,"OK, it should get dispatched to the House Contractor now.",,,
Integrated,ZagreusHome_,2076,ZagreusHome_2076,,,,Never thought I'd come back here again...,,,
Integrated,ZagreusHome_,2077,ZagreusHome_2077,,,,Hey everyone! Just visiting...,,,
Integrated,ZagreusHome_,2078,ZagreusHome_2078,,,,How's everybody doing?,,,
Integrated,ZagreusHome_,2079,ZagreusHome_2079,,,,"Hello, I'll only be a moment!",,,
Integrated,ZagreusHome_,2080,ZagreusHome_2080,,,,Just checkin' up on things!,,,
Integrated,ZagreusHome_,2081,ZagreusHome_2081,,,,Just thought I'd say hello!,,,
Integrated,ZagreusHome_,2082,ZagreusHome_2082,,,,Oh don't mind me!,,,
Integrated,ZagreusHome_,2083,ZagreusHome_2083,,,,"Just me, pretend I ain't even here.",,,
Integrated,ZagreusHome_,2084,ZagreusHome_2084,,,,Should check that stack of contracts back there.,,,
Integrated,ZagreusHome_,2085,ZagreusHome_2085,,,,Contract I'm looking for should be back there.,,,
Integrated,ZagreusHome_,2086,ZagreusHome_2086,,,,Should check the admin chamber just in case.,,,
Integrated,ZagreusHome_,2087,ZagreusHome_2087,,,,Should have a look in the administrative chamber there.,,,
Integrated,ZagreusHome_,2088,ZagreusHome_2088,,,,Thinkin' I oughtta check the old administrative chamber now.,,,
Integrated,ZagreusHome_,2089,ZagreusHome_2089,,,,I oughtta check the old administrative chamber there.,,,
Integrated,ZagreusHome_,2090,ZagreusHome_2090,,,,The Silver Sister's Mirror...,,,
Integrated,ZagreusHome_,2091,ZagreusHome_2091,,,,The Mirror of Night...,,,
Integrated,ZagreusHome_,2092,ZagreusHome_2092,,,,Mirror of Night...,,,
Integrated,ZagreusHome_,2093,ZagreusHome_2093,,,,"Hello, Mirror...",,,
Integrated,ZagreusHome_,2094,ZagreusHome_2094,,,,I'm growing stronger.,,,
Integrated,ZagreusHome_,2095,ZagreusHome_2095,,,,I can grow stronger.,,,
Integrated,ZagreusHome_,2096,ZagreusHome_2096,,,,I can be stronger.,,,
Integrated,ZagreusHome_,2097,ZagreusHome_2097,,,,I can get stronger.,,,
Integrated,ZagreusHome_,2098,ZagreusHome_2098,,,,I can be more.,,,
Integrated,ZagreusHome_,2099,ZagreusHome_2099,,,,I can do better.,,,
Integrated,ZagreusHome_,2100,ZagreusHome_2100,,,,"Night, protect me.",,,
Integrated,ZagreusHome_,2101,ZagreusHome_2101,,,,I feel different.,,,
Integrated,ZagreusHome_,2102,ZagreusHome_2102,,,,Felt that I think.,,,
Integrated,ZagreusHome_,2103,ZagreusHome_2103,,,,Feeling good.,,,
Integrated,ZagreusHome_,2104,ZagreusHome_2104,,,,Ready I think.,,,
Integrated,ZagreusHome_,2105,ZagreusHome_2105,,,,OK.,,,
Integrated,ZagreusHome_,2106,ZagreusHome_2106,,,,The power of Darkness.,,,
Integrated,ZagreusHome_,2107,ZagreusHome_2107,,,,"Whew, felt that.",,,
Integrated,ZagreusHome_,2108,ZagreusHome_2108,,,,Think that should do it.,,,
Integrated,ZagreusHome_,2109,ZagreusHome_2109,,,,The power of Night.,,,
Integrated,ZagreusHome_,2110,ZagreusHome_2110,,,,Mother Moon's power....,,,
Integrated,ZagreusHome_,2111,ZagreusHome_2111,,,,Mother Moon's strength...,,,
Integrated,ZagreusHome_,2112,ZagreusHome_2112,,,,"See you, Mirror...",,,
Integrated,ZagreusHome_,2113,ZagreusHome_2113,,,,Could maybe use some rest...,,,
Unused,ZagreusHome_,2114,ZagreusHome_2114,,,,I wanna lie down...,,,
Integrated,ZagreusHome_,2115,ZagreusHome_2115,,,,"Ungh, I'm late for work... Pa's gonna kill me.",,,
Integrated,ZagreusHome_,2116,ZagreusHome_2116,,,,"Going as fast as I can, you hurry up!",,,
Integrated,ZagreusHome_,2117,ZagreusHome_2117,,,,"You better not give me away, old man.",,,
Integrated,ZagreusHome_,2118,ZagreusHome_2118,,,,Sorry...!,,,
Integrated,ZagreusHome_,2119,ZagreusHome_2119,,,,"Oh, Spirits....",,,
Integrated,ZagreusHome_,2120,ZagreusHome_2120,,,,Damn it...,,,
Integrated,ZagreusHome_,2121,ZagreusHome_2121,,,,Ungh...,,,
Integrated,ZagreusHome_,2122,ZagreusHome_2122,,,,Oh c'mon.,,,
Integrated,ZagreusHome_,2123,ZagreusHome_2123,,,,Doesn't make any sense.,,,
Integrated,ZagreusHome_,2124,ZagreusHome_2124,,,,What...,,,
Integrated,ZagreusHome_,2125,ZagreusHome_2125,,,,I... ungh.,,,
Integrated,ZagreusHome_,2126,ZagreusHome_2126,,,,I'll do it later.,,,
Integrated,ZagreusHome_,2127,ZagreusHome_2127,,,,"None whatsoever, yes.",,,
Integrated,ZagreusHome_,2128,ZagreusHome_2128,,,,"I didn't forget, no one told me!",,,
Integrated,ZagreusHome_,2129,ZagreusHome_2129,,,,Oh it's faded...,,,
Integrated,ZagreusHome_,2130,ZagreusHome_2130,,,,It's true!,,,
Integrated,ZagreusHome_,2131,ZagreusHome_2131,,,,Can't understand any of this.,,,
Integrated,ZagreusHome_,2132,ZagreusHome_2132,,,,"OK, I'm done, so... can I go yet, Old Timer?",,,
Integrated,ZagreusHome_,2134,ZagreusHome_2134,,,,...Right.,,,
Integrated,ZagreusHome_,2137,ZagreusHome_2137,,,,...Ugh... at least I can't be late for that job anymore.,,,
Integrated,ZagreusHome_,2139,ZagreusHome_2139,,,,That's true actually. Huh.,,,
Integrated,ZagreusHome_,2140,ZagreusHome_2140,,,,"She has, Mother Moon. I really appreciate you puttin' us into contact, and explainin' the situation that I'm in. I know it was risky for you to reach out.",,,
Integrated,ZagreusHome_,2141,ZagreusHome_2141,,,,I understand.,,,
Integrated,ZagreusHome_,2143,ZagreusHome_2143,,,,You make a good team.,,,
Integrated,ZagreusHome_,2145,ZagreusHome_2145,,,,I won't.,,,
Integrated,ZagreusHome_,2150,ZagreusHome_2150,,,,I... I'll just take your word for it.,,,
Integrated,ZagreusHome_,2152,ZagreusHome_2152,,,,"I'll find her, then. I gotta.",,,
Integrated,ZagreusHome_,2154,ZagreusHome_2154,,,,Effort 'n time... ughhhh....,,,
Integrated,ZagreusHome_,2157,ZagreusHome_2157,,,,Hmph. Alright.,,,
Integrated,ZagreusHome_,2160,ZagreusHome_2160,,,,Does the whole family try to be as mysterious 'n moody as possible?,,,
Integrated,ZagreusHome_,2164,ZagreusHome_2164,,,,"Yeah, not sure there'll be any reconcilin' between him 'n me any time soon.",,,
Integrated,ZagreusHome_,2165,ZagreusHome_2165,,,,"I'll make 'em work for it, at least.",,,
Integrated,ZagreusHome_,2168,ZagreusHome_2168,,,,"I will, most definitely.",,,
Integrated,ZagreusHome_,2170,ZagreusHome_2170,,,,"I got it. Thank you, Mother Moon.",,,
Integrated,ZagreusHome_,2172,ZagreusHome_2172,,,,Fine...,,,
Integrated,ZagreusHome_,2174,ZagreusHome_2174,,,,"Haha, probably not.",,,
Integrated,ZagreusHome_,2176,ZagreusHome_2176,,,,"I wanna always keep makin' you proud, too.",,,
Integrated,ZagreusHome_,2179,ZagreusHome_2179,,,,I see! Hmm... wonder what flowers Phel loves the most?,,,
Integrated,ZagreusHome_,2181,ZagreusHome_2181,,,,I see. Sorry for bein' rude...,,,
Unused,ZagreusHome_,2182,ZagreusHome_2182,,,,"Oh, I don't know, it honestly felt pretty high up there as victories go. The only shame is cuttin' Pa down to size feels like it changes nothin'. He's gonna pretend like everything is still fine.",,,
Unused,ZagreusHome_,2183,ZagreusHome_2183,,,,"Not far enough, yet.",,,
Integrated,ZagreusHome_,2185,ZagreusHome_2185,,,,I'll be fiiiine.,,,
Integrated,ZagreusHome_,2188,ZagreusHome_2188,,,,I'll take all the help I can get.,,,
Integrated,ZagreusHome_,2190,ZagreusHome_2190,,,,"Alright, I'll just keep on keepin' on, then.",,,
Integrated,ZagreusHome_,2193,ZagreusHome_2193,,,,I think so? I dunno. He seems pretty friendly.,,,
Integrated,ZagreusHome_,2196,ZagreusHome_2196,,,,"Yeah, we are.",,,
Integrated,ZagreusHome_,2198,ZagreusHome_2198,,,,Had to ask.,,,
Integrated,ZagreusHome_,2200,ZagreusHome_2200,,,,"Sigma-phi-alpha, lower gamma folder. Got it. Thanks.",,,
Integrated,ZagreusHome_,2203,ZagreusHome_2203,,,,I'd just be glad to have Yasuo back for good.,,,
Integrated,ZagreusHome_,2205,ZagreusHome_2205,,,,I'll make sure he keeps his nose clean.,,,
Integrated,ZagreusHome_,2207,ZagreusHome_2207,,,,"Zeta-pi-omega, upper beta folder. I'll look into it ASAP.",,,
Integrated,ZagreusHome_,2209,ZagreusHome_2209,,,,"They were thrilled, Mother Moon.",,,
Integrated,ZagreusHome_,2211,ZagreusHome_2211,,,,"Couldn't be more sure, Mother Moon.",,,
Integrated,ZagreusHome_,2214,ZagreusHome_2214,,,,Don't see Vayne doin' that anytime soon.,,,
